loan_id,orig_balance,current_balance,coupon,fico,ltv,dti,seasoning_mo,remaining_term_mo,state,property_type,originator,servicer,base_cpr,base_cdr
L101256,318403.0,271183.08,6.343,679,79.8,49.4,40,140,TX,Condo,Apex Funding,Summit Loan Servicing,0.09285,0.011973333333333332
L101257,239548.6,236553.75,7.127,805,59.1,30.2,15,345,IL,SFR,Meridian Home Loans,Summit Loan Servicing,0.06,0.008
L101258,446358.1,437422.56,4.949,667,56.2,47.1,16,344,OH,2-4 Unit,Apex Funding,Summit Loan Servicing,0.11469333333333334,0.01066
L101259,205092.96,202905.31,5.751,696,76.9,27.7,10,350,IL,SFR,Meridian Home Loans,Northgate Servicing,0.08081666666666666,0.008536666666666668
L101260,344471.87,338724.01,6.915,721,80.3,36.6,19,341,TX,SFR,Coastal Mortgage Co,Pier Asset Mgmt,0.06269166666666666,0.008
L101261,251222.6,244827.74,6.438,655,84.8,45.5,26,334,TX,Condo,Highline Capital,Pier Asset Mgmt,0.07435333333333334,0.014613333333333332
L101262,320783.69,312084.85,7.675,733,80.0,45.1,34,326,NC,Condo,Highline Capital,Pier Asset Mgmt,0.06,0.008
L101263,207626.24,204377.8,5.13,804,80.4,32.6,13,347,TX,SFR,Coastal Mortgage Co,Northgate Servicing,0.10051666666666667,0.008
L101264,238626.39,236984.34,8.517,688,62.2,40.4,11,349,NY,SFR,Coastal Mortgage Co,Northgate Servicing,0.06,0.008713333333333333
L101265,233182.2,232622.33,5.016,737,72.7,39.4,2,358,NC,SFR,Coastal Mortgage Co,Summit Loan Servicing,0.06661333333333333,0.008
L101266,181204.23,180018.07,4.574,580,55.9,31.7,5,355,NY,SFR,Meridian Home Loans,Summit Loan Servicing,0.07021666666666666,0.01830333333333333
L101267,306118.8,303037.07,6.347,713,50.0,40.9,3,177,OH,Multifamily,Apex Funding,Summit Loan Servicing,0.063265,0.008
L101268,304853.66,301370.52,5.379,698,82.9,50.9,10,350,NC,SFR,Coastal Mortgage Co,Summit Loan Servicing,0.08701666666666667,0.010483333333333334
L101269,298864.07,288890.68,6.365,670,65.0,39.8,33,327,TX,Multifamily,Meridian Home Loans,Pier Asset Mgmt,0.09175,0.010753333333333333
L101270,415790.99,399976.13,6.334,774,84.5,40.5,37,323,OH,SFR,Apex Funding,Northgate Servicing,0.09330000000000002,0.008
L101271,403233.34,332771.04,6.224,697,87.3,41.4,46,134,WA,Condo,Apex Funding,Pier Asset Mgmt,0.0988,0.01039
L101272,212940.78,206680.79,5.642,705,66.6,24.3,26,334,FL,Multifamily,Apex Funding,Summit Loan Servicing,0.11884666666666666,0.008
L101273,276666.56,271145.05,6.789,694,81.1,39.7,22,338,NY,Condo,Highline Capital,Pier Asset Mgmt,0.06773666666666668,0.009956666666666666
L101274,195192.15,186078.35,6.114,610,66.1,27.9,43,317,NY,SFR,Apex Funding,Pier Asset Mgmt,0.09430000000000001,0.01607
L101275,244794.5,243471.03,7.393,653,51.8,31.3,7,353,IL,SFR,Apex Funding,Pier Asset Mgmt,0.049999999999999996,0.010566666666666665
L101276,196828.43,175357.84,6.238,768,75.5,53.3,30,150,IL,SFR,Meridian Home Loans,Northgate Servicing,0.09809999999999998,0.008
L101277,428062.55,408214.02,5.532,599,68.3,34.0,39,321,OH,SFR,Coastal Mortgage Co,Northgate Servicing,0.12340000000000002,0.01779666666666667
L101278,275762.25,267241.68,4.881,673,68.7,30.1,24,336,NC,Multifamily,Coastal Mortgage Co,Northgate Servicing,0.14476,0.010176666666666667
L101279,224962.68,222096.71,6.245,693,97.0,45.2,13,347,OH,SFR,Highline Capital,Northgate Servicing,0.07635833333333333,0.012013333333333334
L101280,368710.29,355202.67,5.258,811,55.7,28.4,30,330,NY,SFR,Coastal Mortgage Co,Summit Loan Servicing,0.1471,0.008
L101281,113582.49,106726.73,5.185,757,78.6,32.4,47,313,GA,SFR,Apex Funding,Summit Loan Servicing,0.15075000000000002,0.008
L101282,119978.05,118729.65,6.875,684,62.1,46.0,12,348,TX,SFR,Apex Funding,Northgate Servicing,0.0625,0.009476666666666666
L101283,320790.5,309412.15,4.8,787,84.9,36.3,27,333,FL,SFR,Meridian Home Loans,Summit Loan Servicing,0.15900000000000003,0.008
L101284,247995.02,245767.44,7.671,674,77.6,23.5,3,177,GA,SFR,Highline Capital,Summit Loan Servicing,0.06,0.010526666666666667
L101285,265045.35,262359.72,6.544,771,78.6,40.4,11,349,TX,Condo,Apex Funding,Summit Loan Servicing,0.06836,0.008
L101286,152628.38,146850.9,6.361,640,62.7,32.8,37,323,WA,SFR,Meridian Home Loans,Northgate Servicing,0.08195000000000001,0.013056666666666668
L101287,240835.21,234126.7,5.469,774,64.8,48.3,24,336,FL,SFR,Meridian Home Loans,Pier Asset Mgmt,0.12123999999999999,0.008
L101288,489543.35,485493.28,7.088,693,85.1,31.2,10,350,TX,SFR,Highline Capital,Northgate Servicing,0.06,0.00989
L101289,323990.63,319013.78,6.397,658,95.2,44.4,16,344,AZ,SFR,Coastal Mortgage Co,Summit Loan Servicing,0.06608,0.015279999999999998
L101290,257660.29,256036.84,5.783,703,79.8,50.2,6,354,CA,SFR,Meridian Home Loans,Northgate Servicing,0.07217,0.009626666666666667
L101291,208215.97,200636.86,6.58,730,63.2,29.2,37,323,NY,Condo,Apex Funding,Northgate Servicing,0.08099999999999999,0.008
L101292,211482.92,198693.06,4.885,688,78.1,34.5,45,315,TX,SFR,Meridian Home Loans,Northgate Servicing,0.16575,0.00991
L101293,115240.99,113054.37,4.928,745,97.0,39.1,5,175,NC,Condo,Meridian Home Loans,Northgate Servicing,0.07726666666666666,0.008
L101294,265713.56,262062.64,5.392,683,75.2,29.1,12,348,OH,SFR,Highline Capital,Northgate Servicing,0.09215999999999999,0.009760000000000001
L101295,326413.12,313413.35,6.715,749,91.5,38.2,41,319,TX,SFR,Meridian Home Loans,Summit Loan Servicing,0.07425000000000001,0.008
L101296,139879.03,133824.34,6.397,739,65.1,34.2,42,318,IL,Multifamily,Highline Capital,Pier Asset Mgmt,0.09014999999999998,0.008
L101297,192625.68,186522.5,7.344,712,73.5,34.0,37,323,IL,Multifamily,Apex Funding,Northgate Servicing,0.06,0.008
L101298,161924.81,155501.11,5.572,691,81.4,36.4,34,326,NC,SFR,Coastal Mortgage Co,Summit Loan Servicing,0.13140000000000002,0.010066666666666668
L101299,173186.98,166534.55,6.917,723,78.8,36.6,41,319,NY,Multifamily,Coastal Mortgage Co,Summit Loan Servicing,0.06415000000000001,0.008
L101300,247389.32,243011.0,6.298,745,64.8,37.3,18,342,GA,Condo,Coastal Mortgage Co,Pier Asset Mgmt,0.08106,0.008
L101301,117062.03,111039.83,5.551,820,64.3,31.2,43,317,GA,SFR,Apex Funding,Northgate Servicing,0.13245,0.008
L101302,301038.86,288791.57,6.747,767,85.9,31.6,42,318,CA,SFR,Highline Capital,Summit Loan Servicing,0.07265,0.008
L101303,316111.18,312782.3,6.341,769,88.3,35.1,11,349,GA,SFR,Coastal Mortgage Co,Northgate Servicing,0.07208166666666666,0.008
L101304,222373.59,221452.92,5.834,820,92.1,35.6,4,356,GA,SFR,Apex Funding,Northgate Servicing,0.06777333333333334,0.008
L101305,101900.49,99413.19,6.438,743,95.6,32.5,25,335,WA,Multifamily,Apex Funding,Pier Asset Mgmt,0.08341666666666668,0.008
L101306,171314.01,164933.56,6.283,742,75.6,38.6,36,324,GA,SFR,Meridian Home Loans,Northgate Servicing,0.09584999999999999,0.008
L101307,373814.77,358119.63,6.262,754,70.3,21.5,40,320,OH,SFR,Highline Capital,Pier Asset Mgmt,0.09690000000000001,0.008
L101308,91830.71,89592.29,6.029,660,90.2,30.2,7,173,NY,SFR,Highline Capital,Northgate Servicing,0.07132833333333333,0.013633333333333334
L101309,214994.3,210366.53,5.226,691,82.6,33.8,18,342,NC,SFR,Meridian Home Loans,Pier Asset Mgmt,0.11321999999999999,0.010013333333333332
L101310,160652.63,154685.32,6.467,687,62.2,29.2,37,323,WA,2-4 Unit,Coastal Mortgage Co,Summit Loan Servicing,0.08665000000000002,0.008066666666666666
L101311,321772.36,320745.82,5.678,751,61.6,49.0,3,357,TX,SFR,Highline Capital,Northgate Servicing,0.06661,0.008
L101312,191704.45,183979.15,5.482,705,79.9,36.2,34,326,GA,SFR,Highline Capital,Pier Asset Mgmt,0.1359,0.008503333333333335
L101313,279675.12,275783.05,6.183,723,71.9,37.4,14,346,WA,SFR,Meridian Home Loans,Summit Loan Servicing,0.07906333333333333,0.008
L101314,295939.74,294076.81,7.061,775,73.7,32.1,2,178,GA,Condo,Highline Capital,Northgate Servicing,0.06,0.008
L101315,461703.89,456608.57,6.567,762,86.9,35.9,12,348,OH,Condo,Coastal Mortgage Co,Northgate Servicing,0.06866,0.008
L101316,226153.74,217446.74,5.922,706,83.1,26.3,35,325,IL,Condo,Coastal Mortgage Co,Pier Asset Mgmt,0.11390000000000002,0.008063333333333334
L101317,276956.44,264194.44,5.886,678,90.0,34.6,41,319,OH,SFR,Coastal Mortgage Co,Pier Asset Mgmt,0.1157,0.012106666666666668
L101318,144383.84,143903.65,6.972,777,50.8,28.5,4,356,NC,SFR,Apex Funding,Summit Loan Servicing,0.06018666666666666,0.008
L101319,368296.92,356694.82,4.243,758,77.0,33.8,22,338,IL,Condo,Meridian Home Loans,Summit Loan Servicing,0.16109,0.008
L101320,186059.52,184529.16,7.118,627,82.3,15.5,10,350,FL,Condo,Apex Funding,Pier Asset Mgmt,0.049999999999999996,0.015163333333333334
L101321,199533.22,190646.51,4.713,698,55.7,27.0,33,327,TX,SFR,Meridian Home Loans,Summit Loan Servicing,0.17435,0.008
L101322,240918.33,205249.69,5.126,724,66.1,47.7,37,143,FL,2-4 Unit,Meridian Home Loans,Northgate Servicing,0.1537,0.008
L101323,140503.89,133211.41,5.937,758,63.9,42.6,46,314,AZ,SFR,Highline Capital,Pier Asset Mgmt,0.11314999999999999,0.008
L101324,263042.14,260089.13,8.353,765,74.3,46.6,17,343,IL,SFR,Coastal Mortgage Co,Pier Asset Mgmt,0.06,0.008
L101325,340650.8,336993.31,7.91,731,93.5,47.1,15,345,NY,Multifamily,Highline Capital,Pier Asset Mgmt,0.06,0.008
L101326,269016.19,265593.68,7.036,747,97.0,41.4,15,345,IL,SFR,Apex Funding,Summit Loan Servicing,0.06,0.008
L101327,139230.46,134436.72,6.721,719,64.2,32.4,36,324,NY,2-4 Unit,Highline Capital,Summit Loan Servicing,0.07394999999999999,0.008
L101328,232504.94,226083.46,4.724,678,80.3,27.7,21,339,OH,SFR,Meridian Home Loans,Summit Loan Servicing,0.13966,0.010676666666666666
L101329,314805.45,314239.26,6.541,701,80.7,45.2,2,358,NY,2-4 Unit,Highline Capital,Pier Asset Mgmt,0.061529999999999994,0.009583333333333334
L101330,125832.12,119425.41,5.906,716,78.7,36.5,45,315,IL,SFR,Highline Capital,Summit Loan Servicing,0.11470000000000002,0.008
L101331,166680.13,165787.5,5.665,713,78.8,55.0,5,355,GA,2-4 Unit,Coastal Mortgage Co,Northgate Servicing,0.071125,0.008846666666666666
L101332,329980.97,315305.26,6.539,611,77.6,33.1,44,316,NC,Condo,Meridian Home Loans,Pier Asset Mgmt,0.07305000000000002,0.017466666666666665
L101333,266874.4,264701.63,5.976,693,94.3,51.8,8,352,NY,SFR,Meridian Home Loans,Northgate Servicing,0.07365333333333333,0.012183333333333334
L101334,280461.03,274242.51,7.182,718,87.2,34.7,26,334,CA,SFR,Apex Funding,Pier Asset Mgmt,0.06,0.008
L101335,465479.43,456298.86,4.658,700,61.3,46.7,15,345,NC,SFR,Meridian Home Loans,Northgate Servicing,0.11854999999999999,0.008
L101336,286070.47,276699.54,6.468,701,83.5,49.6,33,327,GA,SFR,Meridian Home Loans,Northgate Servicing,0.0866,0.010156666666666668
L101337,305669.83,299173.15,5.609,742,84.7,27.8,19,341,NC,Multifamily,Apex Funding,Pier Asset Mgmt,0.10404833333333333,0.008
L101338,627037.07,615377.4,6.031,656,77.8,32.1,18,342,GA,SFR,Apex Funding,Northgate Servicing,0.07907000000000002,0.012920000000000001
L101339,225295.56,220479.18,6.674,625,87.6,27.7,23,337,GA,Condo,Highline Capital,Summit Loan Servicing,0.06249666666666665,0.01670666666666667
L101340,183641.55,173189.37,5.394,696,76.3,26.2,46,314,WA,SFR,Highline Capital,Northgate Servicing,0.14029999999999998,0.008376666666666666
L101341,282018.72,278895.13,6.548,757,76.4,41.3,12,348,CA,SFR,Coastal Mortgage Co,Pier Asset Mgmt,0.06903999999999999,0.008
L101342,283125.87,280069.12,6.209,808,75.5,34.4,11,349,CA,Multifamily,Coastal Mortgage Co,Pier Asset Mgmt,0.07450166666666667,0.008
L101343,201924.59,201083.99,5.805,758,49.8,36.4,4,356,WA,SFR,Meridian Home Loans,Summit Loan Servicing,0.06796666666666666,0.008
L101344,169170.28,162718.92,5.976,634,73.0,40.4,35,325,OH,SFR,Meridian Home Loans,Summit Loan Servicing,0.1012,0.015193333333333333
L101345,544947.94,527029.18,6.261,702,66.0,21.1,32,328,IL,SFR,Coastal Mortgage Co,Northgate Servicing,0.09695,0.008
L101346,272228.0,263343.5,5.709,729,59.8,46.3,29,331,GA,SFR,Highline Capital,Pier Asset Mgmt,0.12239833333333336,0.008
L101347,187906.56,187559.65,6.406,725,91.2,33.2,2,358,IL,SFR,Highline Capital,Northgate Servicing,0.06198,0.008
L101348,334561.37,321023.02,6.15,745,80.1,40.3,38,322,WA,Condo,Highline Capital,Northgate Servicing,0.10249999999999998,0.008
L101349,233701.33,223445.32,5.85,665,73.6,41.0,39,321,IL,SFR,Coastal Mortgage Co,Pier Asset Mgmt,0.11750000000000002,0.012193333333333334
L101350,222235.19,214194.43,7.831,719,67.2,47.0,45,315,AZ,2-4 Unit,Apex Funding,Northgate Servicing,0.06,0.008
L101351,295609.77,282997.5,6.774,738,77.6,35.2,44,316,NY,SFR,Apex Funding,Pier Asset Mgmt,0.0713,0.008
L101352,154483.29,147398.57,6.056,760,85.9,19.0,13,167,NY,SFR,Meridian Home Loans,Northgate Servicing,0.08045333333333334,0.008
L101353,274695.78,265504.03,6.531,671,64.1,36.5,34,326,NC,SFR,Coastal Mortgage Co,Pier Asset Mgmt,0.08345000000000001,0.010343333333333333
L101354,474271.01,463945.55,5.476,696,73.9,37.6,19,341,NY,SFR,Apex Funding,Summit Loan Servicing,0.10826,0.008896666666666667
L101355,285832.77,276987.5,6.007,580,84.4,27.7,29,331,CA,Condo,Coastal Mortgage Co,Pier Asset Mgmt,0.09799500000000001,0.02088666666666667
L101356,212846.34,209398.27,6.112,681,50.8,37.2,16,344,TX,SFR,Coastal Mortgage Co,Pier Asset Mgmt,0.08367999999999999,0.00806
L101357,203315.28,195628.15,5.278,686,73.3,33.1,31,329,OH,SFR,Coastal Mortgage Co,Summit Loan Servicing,0.1461,0.009536666666666667
L101358,210319.06,201074.07,6.749,659,68.8,25.3,45,315,NY,SFR,Meridian Home Loans,Summit Loan Servicing,0.06255000000000002,0.011266666666666668
L101359,222151.1,214682.55,5.945,724,72.4,41.4,31,329,TX,SFR,Highline Capital,Pier Asset Mgmt,0.11274999999999999,0.008
L101360,212727.59,202476.98,6.08,712,68.0,31.5,44,316,WA,SFR,Highline Capital,Summit Loan Servicing,0.106,0.008
L101361,334606.0,317938.96,5.888,591,75.7,32.7,44,316,WA,SFR,Highline Capital,Northgate Servicing,0.10560000000000001,0.01925
L101362,132372.71,131936.38,9.063,727,97.0,32.3,6,354,IL,SFR,Highline Capital,Summit Loan Servicing,0.06,0.008
L101363,328305.55,310873.52,5.804,664,70.1,45.9,46,314,NC,SFR,Coastal Mortgage Co,Northgate Servicing,0.11979999999999999,0.01227
L101364,212587.66,200928.2,4.538,742,77.5,35.7,39,321,AZ,Condo,Meridian Home Loans,Pier Asset Mgmt,0.18309999999999998,0.008
L101365,277044.03,269702.8,4.96,644,97.0,36.6,21,339,CA,Condo,Coastal Mortgage Co,Northgate Servicing,0.12140000000000002,0.01634
L101366,163661.28,159500.44,7.083,717,67.4,32.5,29,331,FL,SFR,Highline Capital,Summit Loan Servicing,0.06,0.008
L101367,386551.69,377298.95,7.603,699,95.8,39.7,30,330,GA,SFR,Meridian Home Loans,Northgate Servicing,0.06,0.010926666666666666
L101368,375484.41,359754.49,5.786,732,74.1,46.8,37,323,GA,Condo,Apex Funding,Summit Loan Servicing,0.12070000000000003,0.008
L101369,339713.09,329037.98,7.551,722,95.4,41.2,38,322,NY,SFR,Meridian Home Loans,Northgate Servicing,0.06,0.008686666666666667
L101370,142890.78,142306.0,7.067,701,83.0,41.5,5,355,CA,SFR,Coastal Mortgage Co,Summit Loan Servicing,0.06,0.009566666666666668
L101371,324549.18,324239.99,6.229,631,77.7,40.8,1,359,WA,SFR,Meridian Home Loans,Northgate Servicing,0.051285,0.01599
L101372,279763.33,276432.91,6.166,634,73.2,25.0,12,348,NC,SFR,Meridian Home Loans,Summit Loan Servicing,0.06668,0.014186666666666667
L101373,138434.85,135132.68,6.563,683,66.5,29.0,25,335,AZ,SFR,Meridian Home Loans,Summit Loan Servicing,0.07820833333333335,0.008883333333333333
L101374,240745.57,232183.79,7.19,715,74.9,34.4,40,320,IL,SFR,Apex Funding,Summit Loan Servicing,0.06,0.008
L101375,275842.98,267836.0,6.758,682,84.8,30.2,31,329,GA,SFR,Apex Funding,Pier Asset Mgmt,0.0721,0.010893333333333333
L101376,294969.24,292798.97,5.791,749,73.8,27.5,7,353,IL,SFR,Coastal Mortgage Co,Pier Asset Mgmt,0.07410499999999999,0.008
L101377,258342.49,249239.18,6.243,700,70.2,21.0,34,326,IL,SFR,Highline Capital,Pier Asset Mgmt,0.09784999999999999,0.008
L101378,268855.95,249889.87,8.183,662,71.0,25.2,23,157,NC,SFR,Coastal Mortgage Co,Pier Asset Mgmt,0.06,0.01118
L101379,406672.71,399903.44,6.626,700,85.9,33.9,18,342,WA,SFR,Apex Funding,Northgate Servicing,0.07121999999999999,0.00945
L101380,372917.27,360745.47,7.182,727,88.7,35.4,37,323,AZ,SFR,Apex Funding,Summit Loan Servicing,0.06,0.008
L101381,89012.38,87927.83,6.886,733,66.0,29.7,14,346,NC,Condo,Apex Funding,Pier Asset Mgmt,0.06266,0.008
L101382,217270.09,211058.22,6.646,818,66.0,36.6,30,330,CA,Multifamily,Highline Capital,Pier Asset Mgmt,0.0777,0.008
L101383,229205.01,227298.53,6.498,678,78.6,32.5,9,351,GA,SFR,Highline Capital,Northgate Servicing,0.06752999999999999,0.010826666666666667
L101384,131500.44,129540.3,7.208,711,92.3,44.7,18,342,WA,SFR,Apex Funding,Summit Loan Servicing,0.06,0.00971
L101385,250938.73,244994.97,7.047,738,87.8,34.7,27,333,NY,SFR,Highline Capital,Northgate Servicing,0.06,0.008
L101386,375895.03,365132.26,6.638,714,59.0,41.6,30,330,GA,2-4 Unit,Apex Funding,Northgate Servicing,0.0781,0.008
L101387,165993.06,157564.2,5.776,687,70.8,37.6,44,316,NY,SFR,Coastal Mortgage Co,Pier Asset Mgmt,0.1212,0.009486666666666668
L101388,273140.15,269722.72,6.747,630,62.8,24.8,14,346,TX,SFR,Highline Capital,Summit Loan Servicing,0.05590333333333334,0.013533333333333333
L101389,176215.29,168305.89,6.34,687,70.8,35.3,43,317,AZ,Condo,Meridian Home Loans,Northgate Servicing,0.093,0.009333333333333332
L101390,191919.4,183889.73,6.123,656,93.3,26.1,39,321,NY,SFR,Coastal Mortgage Co,Pier Asset Mgmt,0.09385,0.014070000000000001
L101391,407211.41,403038.89,8.811,620,56.9,35.1,17,343,GA,SFR,Meridian Home Loans,Pier Asset Mgmt,0.049999999999999996,0.01463
L101392,200808.05,199102.5,5.015,671,54.6,30.0,7,353,GA,SFR,Highline Capital,Summit Loan Servicing,0.08315833333333333,0.00896
L101393,285436.36,282441.94,7.263,657,64.1,39.1,13,347,OH,SFR,Highline Capital,Northgate Servicing,0.049999999999999996,0.011916666666666666
L101394,126130.66,121642.1,5.624,747,77.4,25.3,31,329,WA,Condo,Highline Capital,Northgate Servicing,0.12880000000000003,0.008
L101395,465939.53,448276.84,6.518,748,81.4,36.1,38,322,GA,SFR,Meridian Home Loans,Northgate Servicing,0.08410000000000001,0.008
L101396,299817.24,294227.78,8.712,665,79.2,40.6,29,331,CA,SFR,Coastal Mortgage Co,Summit Loan Servicing,0.06,0.012726666666666667
L101397,227777.61,218391.71,5.534,701,88.1,43.3,35,325,GA,SFR,Coastal Mortgage Co,Summit Loan Servicing,0.13330000000000003,0.010196666666666666
L101398,296986.3,295420.71,5.749,613,52.8,29.9,5,355,OH,SFR,Meridian Home Loans,Summit Loan Servicing,0.060425,0.014573333333333334
L101399,148236.34,144737.65,6.384,688,88.3,36.1,24,336,IL,2-4 Unit,Apex Funding,Pier Asset Mgmt,0.08463999999999999,0.011036666666666667
L101400,367282.2,306969.37,5.638,737,70.3,37.5,42,138,GA,Condo,Meridian Home Loans,Northgate Servicing,0.1281,0.008
L101401,216772.85,213343.86,7.196,760,82.8,48.4,19,341,AZ,Multifamily,Apex Funding,Summit Loan Servicing,0.06,0.008
L101402,226064.51,188674.26,5.919,676,58.1,24.1,43,137,IL,Condo,Apex Funding,Pier Asset Mgmt,0.11405000000000001,0.008416666666666668
L101403,204417.66,203395.34,6.989,773,74.1,28.7,6,354,IL,SFR,Apex Funding,Northgate Servicing,0.06011,0.008
L101404,198148.5,186226.15,5.204,632,76.8,55.0,47,313,IL,SFR,Highline Capital,Northgate Servicing,0.1398,0.016746666666666667
L101405,309630.43,294203.07,4.774,646,87.9,33.8,37,323,OH,SFR,Highline Capital,Summit Loan Servicing,0.1613,0.015043333333333334
L101406,265552.38,257310.98,6.194,754,55.0,20.9,30,330,IL,SFR,Coastal Mortgage Co,Northgate Servicing,0.1003,0.008
L101407,305013.66,293303.93,4.988,807,74.4,31.3,30,330,NY,SFR,Apex Funding,Northgate Servicing,0.16059999999999997,0.008
L101408,242055.39,233192.85,7.766,742,61.0,13.8,45,315,GA,SFR,Highline Capital,Northgate Servicing,0.06,0.008
L101409,290575.85,284090.29,5.023,713,80.1,37.9,18,342,NC,SFR,Highline Capital,Northgate Servicing,0.11931,0.008
L101410,209693.65,207815.97,5.466,594,83.3,42.5,8,352,WA,2-4 Unit,Apex Funding,Northgate Servicing,0.07045333333333333,0.020363333333333337
L101411,529880.16,507264.67,6.772,604,89.4,28.7,44,316,OH,SFR,Meridian Home Loans,Pier Asset Mgmt,0.06139999999999999,0.019053333333333332
L101412,140255.97,137794.17,5.872,722,67.6,32.2,5,175,AZ,SFR,Coastal Mortgage Co,Pier Asset Mgmt,0.0694,0.008
L101413,377500.84,362096.02,5.033,695,85.1,43.4,32,328,AZ,Condo,Highline Capital,Northgate Servicing,0.15835,0.010503333333333333
L101414,391902.2,388506.56,8.236,654,90.3,22.0,13,347,IL,SFR,Meridian Home Loans,Summit Loan Servicing,0.049999999999999996,0.013696666666666666
L101415,180185.91,170593.76,5.499,719,54.3,25.4,44,316,NY,SFR,Apex Funding,Summit Loan Servicing,0.13505,0.008
L101416,529795.18,437210.93,6.223,721,81.3,34.2,46,134,GA,SFR,Apex Funding,Summit Loan Servicing,0.09885000000000001,0.008
L101417,344008.48,335999.26,6.212,767,85.5,30.0,23,337,AZ,Condo,Meridian Home Loans,Summit Loan Servicing,0.09020666666666668,0.008
L101418,341088.98,311060.8,7.039,723,70.9,33.6,26,154,GA,2-4 Unit,Coastal Mortgage Co,Northgate Servicing,0.06,0.008
L101419,245194.67,240325.93,6.816,783,59.5,25.9,22,338,FL,SFR,Highline Capital,Summit Loan Servicing,0.06674666666666668,0.008
L101420,225025.91,220022.32,5.656,715,85.3,37.7,20,340,CA,SFR,Apex Funding,Summit Loan Servicing,0.1048,0.008143333333333334
L101421,225642.44,214545.14,6.107,709,59.6,34.8,45,315,CA,SFR,Highline Capital,Pier Asset Mgmt,0.10464999999999999,0.008
L101422,278364.23,274499.81,6.196,774,71.9,40.4,14,346,IL,SFR,Coastal Mortgage Co,Summit Loan Servicing,0.07876,0.008
L101423,396493.61,379626.05,7.074,661,73.5,37.6,46,314,AZ,Condo,Highline Capital,Pier Asset Mgmt,0.06,0.012356666666666669
